_time,src,dest,signature,category,file_name,severity,user,status_label
2025-02-19T20:12:43.982527,10.0.127.115,192.168.171.44,Unknown Hash Hit,priv-esc,powershell.exe,high,CORP\user084,closed without escalation
2025-04-21T20:12:43.897972,10.0.68.143,192.168.239.215,Suspicious PowerShell,lateral-movement,setup.msi,medium,CORP\user006,closed without escalation
2025-03-09T20:12:43.957485,10.0.21.159,192.168.163.123,Suspicious PowerShell,command-and-control,install.ps1,high,CORP\user176,closed without escalation
2025-04-15T20:12:43.906051,10.0.209.3,192.168.211.204,Unknown Hash Hit,exfiltration,calc.exe,medium,CORP\user172,closed without escalation
2025-03-05T20:12:43.963101,10.0.203.219,192.168.208.221,EICAR-TEST-FILE,lateral-movement,powershell.exe,low,CORP\user131,closed with escalation
2025-04-22T20:12:43.896670,10.0.99.184,192.168.218.111,EICAR-TEST-FILE,persistence,invoice.docx,medium,CORP\user146,closed with escalation
2025-03-02T20:12:43.966700,10.0.157.200,192.168.27.98,Suspicious PowerShell,malware,setup.msi,high,CORP\user006,closed without escalation
2025-03-27T20:12:43.932979,10.0.115.39,192.168.237.121,Cobalt Strike Loader,persistence,runme.tmp,low,CORP\user176,closed without escalation
2025-02-06T20:12:44.001145,10.0.39.58,192.168.55.51,Meterpreter Beacon,priv-esc,invoice.docx,high,CORP\user182,closed without escalation
2025-03-07T20:12:43.960245,10.0.137.225,192.168.152.167,Meterpreter Beacon,command-and-control,invoice.docx,low,CORP\user141,closed without escalation
2025-04-03T20:12:43.922712,10.0.152.77,192.168.120.49,Meterpreter Beacon,exfiltration,svchost.exe,low,CORP\user005,closed with escalation
2025-02-09T20:12:43.996591,10.0.241.179,192.168.121.27,Ransomware Behaviour,command-and-control,runme.tmp,medium,CORP\user131,closed without escalation
2025-02-18T20:12:43.983322,10.0.17.234,192.168.237.179,EICAR-TEST-FILE,malware,powershell.exe,medium,CORP\user031,closed without escalation
2025-04-10T20:12:43.913494,10.0.143.227,192.168.9.173,EICAR-TEST-FILE,persistence,install.ps1,low,CORP\user175,closed without escalation
2025-02-14T20:12:43.989392,10.0.245.15,192.168.168.226,Cobalt Strike Loader,lateral-movement,svchost.exe,medium,CORP\user168,closed without escalation
2025-02-19T20:12:43.981880,10.0.249.19,192.168.43.251,Ransomware Behaviour,command-and-control,powershell.exe,low,CORP\user126,closed without escalation
2025-03-04T20:12:43.963727,10.0.114.19,192.168.155.179,Suspicious PowerShell,persistence,setup.msi,medium,CORP\user152,closed with escalation
2025-04-08T20:12:43.916573,10.0.161.190,192.168.176.228,EICAR-TEST-FILE,exfiltration,install.ps1,high,CORP\user130,closed without escalation
2025-02-23T20:12:43.977296,10.0.252.225,192.168.89.7,EICAR-TEST-FILE,persistence,calc.exe,low,CORP\user119,closed without escalation
2025-02-12T20:12:43.992778,10.0.108.224,192.168.152.245,Cobalt Strike Loader,malware,runme.tmp,critical,CORP\user190,closed without escalation
2025-03-20T20:12:43.943089,10.0.147.158,192.168.145.99,Meterpreter Beacon,priv-esc,calc.exe,high,CORP\user153,closed with escalation
2025-03-26T20:12:43.933937,10.0.34.246,192.168.245.75,EICAR-TEST-FILE,exfiltration,calc.exe,medium,CORP\user144,closed without escalation
2025-04-26T20:12:43.890722,10.0.25.203,192.168.99.114,Cobalt Strike Loader,exfiltration,runme.tmp,critical,CORP\user058,closed without escalation
2025-03-25T20:12:43.935192,10.0.31.140,192.168.229.38,Unknown Hash Hit,lateral-movement,install.ps1,low,CORP\user127,closed without escalation
2025-02-14T20:12:43.989121,10.0.177.134,192.168.144.175,EICAR-TEST-FILE,exfiltration,invoice.docx,high,CORP\user083,closed without escalation
2025-03-27T20:12:43.933697,10.0.25.23,192.168.205.91,EICAR-TEST-FILE,exfiltration,invoice.docx,low,CORP\user016,closed without escalation
2025-02-14T20:12:43.989101,10.0.62.237,192.168.55.210,Meterpreter Beacon,persistence,powershell.exe,medium,CORP\user156,closed without escalation
2025-03-09T20:12:43.957519,10.0.185.141,192.168.108.207,Cobalt Strike Loader,malware,install.ps1,high,CORP\user086,closed without escalation
2025-04-24T20:12:43.894137,10.0.244.240,192.168.237.231,EICAR-TEST-FILE,exfiltration,runme.tmp,low,CORP\user105,closed without escalation
2025-02-28T20:12:43.970083,10.0.142.233,192.168.228.53,Suspicious PowerShell,command-and-control,svchost.exe,medium,CORP\user146,closed without escalation
2025-03-23T20:12:43.939128,10.0.222.155,192.168.138.109,Ransomware Behaviour,priv-esc,invoice.docx,low,CORP\user147,closed with escalation
2025-02-22T20:12:43.978669,10.0.34.124,192.168.210.206,Unknown Hash Hit,exfiltration,calc.exe,medium,CORP\user017,closed with escalation
2025-03-12T20:12:43.953012,10.0.142.167,192.168.159.159,Meterpreter Beacon,priv-esc,powershell.exe,low,CORP\user141,closed without escalation
2025-04-11T20:12:43.912580,10.0.78.7,192.168.132.61,Ransomware Behaviour,priv-esc,invoice.docx,low,CORP\user148,closed without escalation
2025-02-24T20:12:43.975059,10.0.144.100,192.168.251.12,Ransomware Behaviour,persistence,invoice.docx,critical,CORP\user168,closed without escalation
2025-03-13T20:12:43.951730,10.0.69.59,192.168.180.173,Suspicious PowerShell,exfiltration,svchost.exe,high,CORP\user099,closed without escalation
2025-04-02T20:12:43.924156,10.0.89.245,192.168.82.115,EICAR-TEST-FILE,exfiltration,setup.msi,medium,CORP\user046,closed without escalation
2025-03-05T20:12:43.962600,10.0.115.93,192.168.208.142,Cobalt Strike Loader,persistence,svchost.exe,critical,CORP\user027,closed without escalation
2025-01-31T20:12:44.008980,10.0.65.51,192.168.142.161,EICAR-TEST-FILE,lateral-movement,invoice.docx,medium,CORP\user187,closed without escalation
2025-04-12T20:12:43.911213,10.0.86.104,192.168.83.128,Cobalt Strike Loader,lateral-movement,invoice.docx,critical,CORP\user162,closed without escalation
2025-04-22T20:12:43.897219,10.0.114.24,192.168.106.144,EICAR-TEST-FILE,command-and-control,install.ps1,low,CORP\user157,closed with escalation
2025-02-16T20:12:43.986408,10.0.157.157,192.168.96.83,Ransomware Behaviour,exfiltration,svchost.exe,low,CORP\user042,closed without escalation
2025-04-26T20:12:43.892023,10.0.67.187,192.168.171.200,EICAR-TEST-FILE,command-and-control,setup.msi,medium,CORP\user093,closed without escalation
2025-03-19T20:12:43.943756,10.0.177.14,192.168.231.103,Ransomware Behaviour,malware,invoice.docx,low,CORP\user088,closed without escalation
2025-01-29T20:12:44.011427,10.0.125.105,192.168.64.78,Suspicious PowerShell,lateral-movement,install.ps1,low,CORP\user131,closed with escalation
2025-02-27T20:12:43.970602,10.0.217.167,192.168.102.199,EICAR-TEST-FILE,persistence,calc.exe,low,CORP\user146,closed without escalation
2025-02-10T20:12:43.994915,10.0.10.37,192.168.251.1,Meterpreter Beacon,lateral-movement,runme.tmp,low,CORP\user188,closed without escalation
2025-02-13T20:12:43.991308,10.0.27.159,192.168.231.141,EICAR-TEST-FILE,malware,calc.exe,high,CORP\user066,closed without escalation
2025-02-13T20:12:43.990899,10.0.36.84,192.168.131.203,Cobalt Strike Loader,priv-esc,setup.msi,high,CORP\user006,closed with escalation
2025-02-26T20:12:43.972523,10.0.107.78,192.168.65.116,Meterpreter Beacon,priv-esc,setup.msi,critical,CORP\user020,closed without escalation
2025-03-13T20:12:43.952591,10.0.191.210,192.168.0.245,Unknown Hash Hit,command-and-control,calc.exe,medium,CORP\user059,closed without escalation
2025-02-10T20:12:43.995130,10.0.206.69,192.168.153.37,Cobalt Strike Loader,malware,powershell.exe,low,CORP\user077,closed with escalation
2025-04-17T20:12:43.904473,10.0.130.157,192.168.158.59,Meterpreter Beacon,persistence,powershell.exe,low,CORP\user014,closed without escalation
2025-04-01T20:12:43.925795,10.0.247.91,192.168.37.118,Suspicious PowerShell,persistence,install.ps1,low,CORP\user189,closed without escalation
2025-03-26T20:12:43.934701,10.0.242.116,192.168.238.43,EICAR-TEST-FILE,persistence,calc.exe,medium,CORP\user128,closed without escalation
2025-04-17T20:12:43.903588,10.0.177.126,192.168.86.55,EICAR-TEST-FILE,lateral-movement,install.ps1,low,CORP\user044,closed without escalation
2025-02-10T20:12:43.994703,10.0.211.146,192.168.66.114,Cobalt Strike Loader,exfiltration,svchost.exe,low,CORP\user111,closed without escalation
2025-04-19T20:12:43.901026,10.0.111.23,192.168.9.240,Cobalt Strike Loader,exfiltration,setup.msi,critical,CORP\user012,closed without escalation
2025-04-03T20:12:43.922889,10.0.171.126,192.168.237.177,EICAR-TEST-FILE,persistence,svchost.exe,low,CORP\user187,closed without escalation
2025-03-27T20:12:43.933231,10.0.185.189,192.168.197.183,EICAR-TEST-FILE,persistence,invoice.docx,high,CORP\user065,closed without escalation
2025-02-22T20:12:43.977650,10.0.213.66,192.168.210.211,Unknown Hash Hit,malware,invoice.docx,medium,CORP\user200,closed without escalation
2025-02-03T20:12:44.004616,10.0.53.32,192.168.131.43,Suspicious PowerShell,persistence,install.ps1,low,CORP\user042,closed with escalation
2025-04-24T20:12:43.893665,10.0.252.45,192.168.198.95,Suspicious PowerShell,lateral-movement,runme.tmp,medium,CORP\user096,closed without escalation
2025-02-10T20:12:43.995160,10.0.24.244,192.168.210.1,Cobalt Strike Loader,malware,calc.exe,high,CORP\user156,closed without escalation
2025-04-12T20:12:43.910801,10.0.185.117,192.168.107.241,Suspicious PowerShell,exfiltration,install.ps1,low,CORP\user048,closed without escalation
2025-02-17T20:12:43.985859,10.0.25.237,192.168.226.18,Ransomware Behaviour,priv-esc,powershell.exe,low,CORP\user024,closed without escalation
2025-04-16T20:12:43.905181,10.0.125.127,192.168.188.236,EICAR-TEST-FILE,exfiltration,setup.msi,critical,CORP\user109,closed without escalation
2025-04-09T20:12:43.914774,10.0.71.78,192.168.10.164,Unknown Hash Hit,exfiltration,invoice.docx,low,CORP\user079,closed without escalation
2025-04-18T20:12:43.901911,10.0.148.244,192.168.200.193,EICAR-TEST-FILE,exfiltration,svchost.exe,low,CORP\user114,closed with escalation
2025-04-12T20:12:43.911099,10.0.41.226,192.168.233.240,Ransomware Behaviour,priv-esc,install.ps1,high,CORP\user158,closed without escalation
2025-04-01T20:12:43.925889,10.0.112.97,192.168.96.255,Meterpreter Beacon,exfiltration,calc.exe,low,CORP\user066,closed without escalation
2025-03-24T20:12:43.937658,10.0.222.122,192.168.3.37,Cobalt Strike Loader,lateral-movement,svchost.exe,low,CORP\user035,closed with escalation
2025-02-02T20:12:44.006479,10.0.186.65,192.168.93.169,EICAR-TEST-FILE,priv-esc,runme.tmp,critical,CORP\user130,closed without escalation
2025-03-17T20:12:43.947195,10.0.172.233,192.168.92.166,Ransomware Behaviour,persistence,calc.exe,medium,CORP\user147,closed without escalation
2025-02-02T20:12:44.006358,10.0.246.5,192.168.129.117,EICAR-TEST-FILE,command-and-control,install.ps1,low,CORP\user160,closed without escalation
2025-02-16T20:12:43.986822,10.0.98.83,192.168.241.120,Suspicious PowerShell,lateral-movement,svchost.exe,medium,CORP\user042,closed with escalation
2025-02-06T20:12:44.000842,10.0.88.53,192.168.182.12,Suspicious PowerShell,command-and-control,powershell.exe,critical,CORP\user009,closed without escalation
2025-01-28T20:12:44.013879,10.0.179.147,192.168.73.211,Meterpreter Beacon,persistence,powershell.exe,critical,CORP\user147,closed with escalation
2025-03-10T20:12:43.956724,10.0.140.126,192.168.126.26,Cobalt Strike Loader,priv-esc,runme.tmp,critical,CORP\user074,closed without escalation
2025-04-14T20:12:43.907730,10.0.253.226,192.168.226.184,Suspicious PowerShell,priv-esc,install.ps1,critical,CORP\user091,closed without escalation
2025-02-17T20:12:43.985871,10.0.39.93,192.168.107.166,Ransomware Behaviour,lateral-movement,runme.tmp,medium,CORP\user019,closed without escalation
2025-02-21T20:12:43.979618,10.0.141.94,192.168.121.65,Suspicious PowerShell,malware,runme.tmp,high,CORP\user125,closed with escalation
2025-01-31T20:12:44.008561,10.0.52.5,192.168.179.180,Suspicious PowerShell,command-and-control,invoice.docx,low,CORP\user036,closed without escalation
2025-03-01T20:12:43.969091,10.0.219.137,192.168.145.102,Ransomware Behaviour,command-and-control,invoice.docx,medium,CORP\user199,closed without escalation
2025-04-16T20:12:43.905175,10.0.133.147,192.168.13.103,Cobalt Strike Loader,persistence,runme.tmp,low,CORP\user116,closed without escalation
2025-02-18T20:12:43.983706,10.0.221.255,192.168.31.184,Cobalt Strike Loader,malware,svchost.exe,high,CORP\user015,closed without escalation
2025-02-13T20:12:43.991461,10.0.235.247,192.168.112.103,Meterpreter Beacon,malware,install.ps1,high,CORP\user172,closed without escalation
2025-04-07T20:12:43.918017,10.0.171.194,192.168.40.141,Cobalt Strike Loader,exfiltration,install.ps1,high,CORP\user131,closed without escalation
2025-04-19T20:12:43.901641,10.0.64.245,192.168.30.39,EICAR-TEST-FILE,exfiltration,svchost.exe,medium,CORP\user072,closed without escalation
2025-02-08T20:12:43.997678,10.0.68.28,192.168.130.22,EICAR-TEST-FILE,malware,powershell.exe,medium,CORP\user016,closed without escalation
2025-02-28T20:12:43.969949,10.0.226.181,192.168.67.125,Unknown Hash Hit,priv-esc,install.ps1,high,CORP\user132,closed without escalation
2025-02-08T20:12:43.997246,10.0.127.107,192.168.80.214,Meterpreter Beacon,lateral-movement,svchost.exe,low,CORP\user102,closed without escalation
2025-03-01T20:12:43.968722,10.0.170.221,192.168.73.149,Ransomware Behaviour,malware,svchost.exe,low,CORP\user001,closed without escalation
2025-03-14T20:12:43.950327,10.0.195.95,192.168.56.76,EICAR-TEST-FILE,priv-esc,setup.msi,low,CORP\user170,closed with escalation
2025-02-06T20:12:44.000867,10.0.180.118,192.168.63.169,Cobalt Strike Loader,persistence,invoice.docx,medium,CORP\user013,closed without escalation
2025-02-15T20:12:43.988566,10.0.218.171,192.168.186.195,Suspicious PowerShell,command-and-control,invoice.docx,low,CORP\user132,closed without escalation
2025-04-17T20:12:43.904011,10.0.161.213,192.168.204.103,EICAR-TEST-FILE,persistence,setup.msi,low,CORP\user047,closed without escalation
2025-03-14T20:12:43.950871,10.0.31.172,192.168.202.97,Unknown Hash Hit,malware,runme.tmp,high,CORP\user081,closed without escalation
2025-03-19T20:12:43.943839,10.0.34.206,192.168.74.30,Unknown Hash Hit,persistence,powershell.exe,low,CORP\user047,closed without escalation
2025-02-16T20:12:43.987016,10.0.32.118,192.168.14.234,Meterpreter Beacon,exfiltration,invoice.docx,low,CORP\user154,closed without escalation
2025-02-26T20:12:43.972792,10.0.138.5,192.168.36.190,Unknown Hash Hit,lateral-movement,install.ps1,high,CORP\user087,closed without escalation
2025-04-08T20:12:43.916277,10.0.170.205,192.168.55.46,Meterpreter Beacon,malware,runme.tmp,critical,CORP\user174,closed without escalation
2025-02-28T20:12:43.970374,10.0.72.160,192.168.11.178,EICAR-TEST-FILE,priv-esc,invoice.docx,high,CORP\user137,closed without escalation
2025-04-19T20:12:43.901038,10.0.166.11,192.168.86.251,Meterpreter Beacon,priv-esc,calc.exe,low,CORP\user049,closed with escalation
2025-03-11T20:12:43.955274,10.0.179.27,192.168.105.182,Ransomware Behaviour,command-and-control,svchost.exe,high,CORP\user183,closed without escalation
