_time,src,dest,signature,category,file_name,severity,user,status_label
2025-03-23T20:44:49.426216,10.0.153.239,192.168.234.78,Suspicious PowerShell,lateral-movement,calc.exe,medium,CORP\user185,closed without escalation
2025-02-13T20:44:49.478880,10.0.175.47,192.168.87.180,Ransomware Behaviour,persistence,calc.exe,high,CORP\user085,closed without escalation
2025-03-26T20:44:49.422008,10.0.7.153,192.168.155.162,Meterpreter Beacon,priv-esc,powershell.exe,low,CORP\user053,closed without escalation
2025-02-17T20:44:49.473904,10.0.224.147,192.168.51.215,Meterpreter Beacon,command-and-control,powershell.exe,low,CORP\user061,closed without escalation
2025-02-11T20:44:49.482034,10.0.41.140,192.168.129.6,Meterpreter Beacon,priv-esc,invoice.docx,high,CORP\user131,closed without escalation
2025-02-27T20:44:49.459329,10.0.211.74,192.168.66.225,Suspicious PowerShell,priv-esc,install.ps1,medium,CORP\user021,closed with escalation
2025-02-18T20:44:49.471910,10.0.190.171,192.168.73.30,Meterpreter Beacon,command-and-control,calc.exe,medium,CORP\user027,closed with escalation
2025-03-18T20:44:49.433155,10.0.189.207,192.168.175.210,Cobalt Strike Loader,malware,install.ps1,low,CORP\user123,closed without escalation
2025-04-08T20:44:49.404478,10.0.60.248,192.168.79.230,Ransomware Behaviour,priv-esc,install.ps1,medium,CORP\user061,closed with escalation
2025-04-19T20:44:49.389550,10.0.117.120,192.168.242.253,Suspicious PowerShell,malware,svchost.exe,high,CORP\user146,closed with escalation
2025-03-09T20:44:49.446334,10.0.30.38,192.168.60.167,Meterpreter Beacon,malware,powershell.exe,high,CORP\user137,closed without escalation
2025-02-20T20:44:49.469111,10.0.187.16,192.168.9.149,Unknown Hash Hit,command-and-control,calc.exe,low,CORP\user111,closed with escalation
2025-04-25T20:44:49.381229,10.0.206.177,192.168.139.154,Suspicious PowerShell,lateral-movement,install.ps1,low,CORP\user109,closed without escalation
2025-03-11T20:44:49.443053,10.0.23.197,192.168.16.193,EICAR-TEST-FILE,exfiltration,svchost.exe,medium,CORP\user195,closed without escalation
2025-02-22T20:44:49.467240,10.0.228.20,192.168.4.180,Cobalt Strike Loader,lateral-movement,install.ps1,critical,CORP\user076,closed without escalation
2025-03-18T20:44:49.433064,10.0.130.192,192.168.209.51,Suspicious PowerShell,malware,calc.exe,medium,CORP\user128,closed without escalation
2025-02-02T20:44:49.494137,10.0.28.145,192.168.225.227,Cobalt Strike Loader,lateral-movement,svchost.exe,medium,CORP\user198,closed with escalation
2025-02-10T20:44:49.482615,10.0.16.251,192.168.100.53,Ransomware Behaviour,lateral-movement,setup.msi,critical,CORP\user025,closed with escalation
2025-03-05T20:44:49.451835,10.0.240.196,192.168.197.158,Suspicious PowerShell,priv-esc,install.ps1,high,CORP\user158,closed without escalation
2025-02-08T20:44:49.485520,10.0.213.144,192.168.6.186,Unknown Hash Hit,malware,runme.tmp,critical,CORP\user092,closed without escalation
2025-03-14T20:44:49.438901,10.0.53.204,192.168.54.223,Suspicious PowerShell,lateral-movement,svchost.exe,low,CORP\user046,closed without escalation
2025-04-22T20:44:49.384627,10.0.229.133,192.168.140.21,Meterpreter Beacon,lateral-movement,powershell.exe,medium,CORP\user092,closed without escalation
2025-04-23T20:44:49.383903,10.0.166.244,192.168.99.235,EICAR-TEST-FILE,persistence,invoice.docx,medium,CORP\user103,closed without escalation
2025-03-07T20:44:49.449262,10.0.184.19,192.168.55.205,Ransomware Behaviour,exfiltration,calc.exe,medium,CORP\user078,closed without escalation
2025-02-24T20:44:49.463827,10.0.186.86,192.168.137.125,Meterpreter Beacon,malware,calc.exe,critical,CORP\user006,closed without escalation
2025-03-04T20:44:49.452628,10.0.58.67,192.168.228.105,Unknown Hash Hit,exfiltration,setup.msi,medium,CORP\user128,closed without escalation
2025-04-07T20:44:49.406097,10.0.200.157,192.168.229.130,Cobalt Strike Loader,exfiltration,svchost.exe,low,CORP\user021,closed without escalation
2025-03-25T20:44:49.424318,10.0.36.212,192.168.92.79,Ransomware Behaviour,priv-esc,powershell.exe,high,CORP\user106,closed without escalation
2025-03-04T20:44:49.453097,10.0.209.70,192.168.170.60,EICAR-TEST-FILE,persistence,invoice.docx,medium,CORP\user102,closed without escalation
2025-04-26T20:44:49.380123,10.0.251.222,192.168.78.212,Ransomware Behaviour,lateral-movement,powershell.exe,medium,CORP\user082,closed with escalation
2025-03-30T20:44:49.416148,10.0.224.71,192.168.138.168,Suspicious PowerShell,exfiltration,invoice.docx,low,CORP\user003,closed without escalation
2025-01-27T20:44:49.502103,10.0.211.69,192.168.227.150,Cobalt Strike Loader,persistence,runme.tmp,high,CORP\user162,closed without escalation
2025-02-26T20:44:49.461893,10.0.232.118,192.168.159.236,Cobalt Strike Loader,priv-esc,runme.tmp,low,CORP\user038,closed without escalation
2025-02-25T20:44:49.463011,10.0.45.242,192.168.14.58,Suspicious PowerShell,lateral-movement,invoice.docx,critical,CORP\user102,closed without escalation
2025-03-30T20:44:49.416546,10.0.165.203,192.168.146.153,Unknown Hash Hit,priv-esc,calc.exe,medium,CORP\user026,closed without escalation
2025-03-20T20:44:49.431301,10.0.170.172,192.168.3.254,EICAR-TEST-FILE,priv-esc,calc.exe,low,CORP\user001,closed with escalation
2025-04-02T20:44:49.412952,10.0.196.238,192.168.169.74,EICAR-TEST-FILE,command-and-control,setup.msi,low,CORP\user198,closed without escalation
2025-01-29T20:44:49.500329,10.0.47.98,192.168.230.28,Cobalt Strike Loader,priv-esc,runme.tmp,medium,CORP\user059,closed without escalation
2025-02-14T20:44:49.477428,10.0.212.15,192.168.114.240,Unknown Hash Hit,malware,runme.tmp,critical,CORP\user146,closed without escalation
2025-04-10T20:44:49.503512,10.0.7.129,192.168.94.244,Ransomware Behaviour,lateral-movement,powershell.exe,critical,CORP\user191,closed without escalation
2025-02-28T20:44:49.458454,10.0.80.154,192.168.247.205,Meterpreter Beacon,malware,invoice.docx,high,CORP\user004,closed without escalation
2025-03-10T20:44:49.444290,10.0.231.141,192.168.103.121,Cobalt Strike Loader,malware,invoice.docx,medium,CORP\user189,closed with escalation
2025-02-26T20:44:49.460750,10.0.15.78,192.168.139.152,Cobalt Strike Loader,priv-esc,setup.msi,high,CORP\user104,closed without escalation
2025-04-02T20:44:49.412000,10.0.193.35,192.168.237.201,EICAR-TEST-FILE,command-and-control,svchost.exe,medium,CORP\user138,closed without escalation
2025-04-21T20:44:49.386222,10.0.246.17,192.168.235.52,EICAR-TEST-FILE,persistence,invoice.docx,low,CORP\user052,closed without escalation
2025-03-06T20:44:49.450355,10.0.102.112,192.168.138.204,Unknown Hash Hit,exfiltration,powershell.exe,medium,CORP\user121,closed without escalation
2025-01-31T20:44:49.496520,10.0.11.183,192.168.91.183,Suspicious PowerShell,exfiltration,svchost.exe,low,CORP\user101,closed without escalation
2025-02-17T20:44:49.473265,10.0.28.148,192.168.87.198,Unknown Hash Hit,lateral-movement,powershell.exe,low,CORP\user055,closed without escalation
2025-02-19T20:44:49.470723,10.0.231.53,192.168.5.153,Cobalt Strike Loader,persistence,invoice.docx,low,CORP\user026,closed without escalation
2025-02-08T20:44:49.485831,10.0.48.237,192.168.147.13,EICAR-TEST-FILE,priv-esc,powershell.exe,high,CORP\user095,closed without escalation
2025-04-17T20:44:49.391428,10.0.191.236,192.168.132.176,Unknown Hash Hit,persistence,invoice.docx,low,CORP\user192,closed without escalation
2025-03-26T20:44:49.422692,10.0.248.79,192.168.148.104,Unknown Hash Hit,exfiltration,svchost.exe,low,CORP\user021,closed without escalation
2025-02-26T20:44:49.460828,10.0.13.84,192.168.22.93,Meterpreter Beacon,malware,runme.tmp,medium,CORP\user188,closed without escalation
2025-03-27T20:44:49.421033,10.0.200.69,192.168.170.70,Suspicious PowerShell,malware,setup.msi,low,CORP\user015,closed without escalation
2025-02-27T20:44:49.459523,10.0.38.250,192.168.111.18,Ransomware Behaviour,malware,powershell.exe,medium,CORP\user011,closed without escalation
2025-03-24T20:44:49.425329,10.0.174.149,192.168.43.108,Ransomware Behaviour,malware,powershell.exe,low,CORP\user068,closed without escalation
2025-04-12T20:44:49.398149,10.0.246.241,192.168.126.53,Ransomware Behaviour,command-and-control,powershell.exe,medium,CORP\user109,closed without escalation
2025-03-30T20:44:49.416654,10.0.221.99,192.168.75.213,Unknown Hash Hit,priv-esc,calc.exe,critical,CORP\user115,closed without escalation
2025-02-11T20:44:49.481911,10.0.182.220,192.168.107.154,EICAR-TEST-FILE,exfiltration,runme.tmp,critical,CORP\user119,closed without escalation
2025-04-01T20:44:49.414167,10.0.52.226,192.168.177.110,Ransomware Behaviour,command-and-control,runme.tmp,medium,CORP\user136,closed without escalation
2025-03-04T20:44:49.452282,10.0.20.141,192.168.232.126,Unknown Hash Hit,exfiltration,invoice.docx,medium,CORP\user093,closed without escalation
2025-04-17T20:44:49.391696,10.0.45.94,192.168.53.23,Cobalt Strike Loader,malware,install.ps1,low,CORP\user146,closed without escalation
2025-03-07T20:44:49.449256,10.0.112.251,192.168.148.17,EICAR-TEST-FILE,priv-esc,install.ps1,critical,CORP\user044,closed without escalation
2025-03-20T20:44:49.430456,10.0.77.118,192.168.229.203,EICAR-TEST-FILE,lateral-movement,powershell.exe,medium,CORP\user082,closed without escalation
2025-02-04T20:44:49.490791,10.0.245.33,192.168.5.32,Meterpreter Beacon,persistence,calc.exe,low,CORP\user156,closed without escalation
2025-04-05T20:44:49.408525,10.0.77.65,192.168.208.80,Suspicious PowerShell,priv-esc,powershell.exe,low,CORP\user170,closed without escalation
2025-03-26T20:44:49.422458,10.0.189.198,192.168.231.244,Suspicious PowerShell,command-and-control,setup.msi,medium,CORP\user141,closed without escalation
2025-02-21T20:44:49.467599,10.0.66.75,192.168.119.44,Meterpreter Beacon,priv-esc,svchost.exe,low,CORP\user044,closed without escalation
2025-03-14T20:44:49.438691,10.0.65.250,192.168.21.190,Ransomware Behaviour,exfiltration,install.ps1,high,CORP\user185,closed without escalation
2025-03-12T20:44:49.441922,10.0.14.109,192.168.14.91,Suspicious PowerShell,malware,invoice.docx,low,CORP\user177,closed without escalation
2025-02-05T20:44:49.489755,10.0.128.68,192.168.215.44,Meterpreter Beacon,command-and-control,powershell.exe,medium,CORP\user148,closed without escalation
2025-03-05T20:44:49.451321,10.0.202.61,192.168.222.60,Unknown Hash Hit,exfiltration,runme.tmp,medium,CORP\user132,closed without escalation
2025-01-31T20:44:49.496704,10.0.196.8,192.168.183.192,EICAR-TEST-FILE,exfiltration,setup.msi,low,CORP\user017,closed without escalation
2025-02-14T20:44:49.477258,10.0.214.238,192.168.209.210,Unknown Hash Hit,priv-esc,invoice.docx,low,CORP\user155,closed without escalation
2025-04-23T20:44:49.383636,10.0.30.14,192.168.29.97,Unknown Hash Hit,exfiltration,powershell.exe,medium,CORP\user047,closed without escalation
2025-02-23T20:44:49.465360,10.0.27.41,192.168.225.96,Meterpreter Beacon,priv-esc,calc.exe,low,CORP\user178,closed with escalation
2025-02-17T20:44:49.473696,10.0.108.190,192.168.88.64,EICAR-TEST-FILE,exfiltration,svchost.exe,medium,CORP\user089,closed without escalation
2025-03-12T20:44:49.441802,10.0.56.202,192.168.128.166,Unknown Hash Hit,command-and-control,setup.msi,medium,CORP\user053,closed without escalation
2025-02-28T20:44:49.458285,10.0.6.249,192.168.25.90,Ransomware Behaviour,priv-esc,powershell.exe,low,CORP\user059,closed with escalation
2025-02-13T20:44:49.479055,10.0.177.243,192.168.221.88,Suspicious PowerShell,priv-esc,calc.exe,high,CORP\user038,closed without escalation
2025-03-28T20:44:49.419188,10.0.114.255,192.168.28.21,Meterpreter Beacon,exfiltration,svchost.exe,low,CORP\user117,closed with escalation
2025-03-24T20:44:49.424810,10.0.210.183,192.168.3.61,Unknown Hash Hit,exfiltration,svchost.exe,low,CORP\user006,closed without escalation
2025-03-06T20:44:49.450857,10.0.123.104,192.168.200.81,EICAR-TEST-FILE,command-and-control,invoice.docx,medium,CORP\user114,closed with escalation
2025-02-16T20:44:49.474905,10.0.130.201,192.168.212.47,Ransomware Behaviour,priv-esc,calc.exe,medium,CORP\user094,closed with escalation
2025-02-03T20:44:49.493250,10.0.193.212,192.168.153.191,Unknown Hash Hit,priv-esc,runme.tmp,critical,CORP\user183,closed without escalation
2025-03-17T20:44:49.435537,10.0.100.52,192.168.120.20,Suspicious PowerShell,lateral-movement,runme.tmp,low,CORP\user038,closed without escalation
2025-03-29T20:44:49.417750,10.0.194.199,192.168.82.45,Cobalt Strike Loader,lateral-movement,runme.tmp,critical,CORP\user051,closed without escalation
2025-03-06T20:44:49.449627,10.0.105.48,192.168.213.252,Cobalt Strike Loader,command-and-control,invoice.docx,low,CORP\user149,closed without escalation
2025-02-12T20:44:49.479996,10.0.15.129,192.168.241.26,Suspicious PowerShell,malware,runme.tmp,medium,CORP\user035,closed without escalation
2025-02-06T20:44:49.488137,10.0.196.29,192.168.89.112,Ransomware Behaviour,persistence,powershell.exe,high,CORP\user074,closed without escalation
2025-04-10T20:44:49.401386,10.0.6.74,192.168.92.134,Cobalt Strike Loader,lateral-movement,runme.tmp,low,CORP\user023,closed without escalation
2025-02-17T20:44:49.473206,10.0.211.80,192.168.243.55,EICAR-TEST-FILE,exfiltration,install.ps1,low,CORP\user059,closed without escalation
2025-04-20T20:44:49.387533,10.0.99.221,192.168.179.74,Cobalt Strike Loader,malware,setup.msi,low,CORP\user184,closed without escalation
2025-03-01T20:44:49.456834,10.0.62.221,192.168.173.156,Ransomware Behaviour,exfiltration,svchost.exe,medium,CORP\user069,closed without escalation
2025-03-08T20:44:49.448049,10.0.212.8,192.168.116.65,Suspicious PowerShell,command-and-control,setup.msi,critical,CORP\user170,closed with escalation
2025-02-02T20:44:49.493824,10.0.151.106,192.168.51.42,Cobalt Strike Loader,persistence,install.ps1,critical,CORP\user047,closed without escalation
2025-02-07T20:44:49.487934,10.0.92.251,192.168.139.115,Suspicious PowerShell,priv-esc,calc.exe,medium,CORP\user144,closed without escalation
2025-03-31T20:44:49.415159,10.0.59.63,192.168.16.142,EICAR-TEST-FILE,malware,powershell.exe,medium,CORP\user163,closed without escalation
2025-04-25T20:44:49.380792,10.0.8.108,192.168.150.136,Meterpreter Beacon,lateral-movement,setup.msi,high,CORP\user068,closed without escalation
2025-04-26T20:44:49.379503,10.0.228.47,192.168.89.43,EICAR-TEST-FILE,priv-esc,svchost.exe,medium,CORP\user193,closed with escalation
2025-03-05T20:44:49.451486,10.0.43.222,192.168.97.48,Ransomware Behaviour,persistence,install.ps1,low,CORP\user124,closed without escalation
2025-03-05T20:44:49.451949,10.0.196.12,192.168.176.130,Ransomware Behaviour,command-and-control,invoice.docx,low,CORP\user119,closed without escalation
2025-04-18T20:44:49.389894,10.0.8.28,192.168.156.30,Suspicious PowerShell,lateral-movement,install.ps1,medium,CORP\user140,closed without escalation
2025-03-25T20:44:49.423087,10.0.85.251,192.168.225.32,Meterpreter Beacon,exfiltration,setup.msi,low,CORP\user099,closed without escalation
2025-02-23T20:44:49.465134,10.0.141.24,192.168.161.217,EICAR-TEST-FILE,malware,setup.msi,medium,CORP\user040,closed without escalation
2025-03-04T20:44:49.452533,10.0.91.144,192.168.51.226,Meterpreter Beacon,command-and-control,svchost.exe,critical,CORP\user155,closed without escalation
2025-02-17T20:44:49.472890,10.0.168.133,192.168.167.185,Unknown Hash Hit,priv-esc,calc.exe,low,CORP\user099,closed without escalation
2025-04-12T20:44:49.398311,10.0.142.12,192.168.227.224,EICAR-TEST-FILE,persistence,runme.tmp,critical,CORP\user126,closed with escalation
2025-02-21T20:44:49.468515,10.0.24.248,192.168.219.199,EICAR-TEST-FILE,command-and-control,calc.exe,high,CORP\user060,closed without escalation
2025-01-29T20:44:49.500006,10.0.82.92,192.168.90.100,Unknown Hash Hit,command-and-control,setup.msi,low,CORP\user083,closed without escalation
2025-03-30T20:44:49.417509,10.0.169.186,192.168.104.160,EICAR-TEST-FILE,priv-esc,runme.tmp,medium,CORP\user148,closed without escalation
2025-01-27T20:44:49.502364,10.0.96.75,192.168.22.130,Suspicious PowerShell,exfiltration,runme.tmp,high,CORP\user095,closed without escalation
2025-04-05T20:44:49.408725,10.0.169.73,192.168.181.127,Ransomware Behaviour,priv-esc,svchost.exe,medium,CORP\user094,closed with escalation
2025-02-13T20:44:49.479531,10.0.41.225,192.168.131.121,EICAR-TEST-FILE,lateral-movement,setup.msi,medium,CORP\user089,closed without escalation
2025-02-03T20:44:49.492975,10.0.120.49,192.168.80.167,Ransomware Behaviour,lateral-movement,runme.tmp,medium,CORP\user136,closed without escalation
2025-04-20T20:44:49.387899,10.0.11.227,192.168.108.171,EICAR-TEST-FILE,exfiltration,powershell.exe,low,CORP\user066,closed without escalation
2025-02-28T20:44:49.459232,10.0.181.16,192.168.165.237,Unknown Hash Hit,lateral-movement,calc.exe,medium,CORP\user139,closed without escalation
2025-04-21T20:44:49.386860,10.0.28.40,192.168.222.103,EICAR-TEST-FILE,lateral-movement,setup.msi,medium,CORP\user145,closed with escalation
2025-03-12T20:44:49.441176,10.0.119.179,192.168.175.211,Suspicious PowerShell,priv-esc,powershell.exe,low,CORP\user111,closed without escalation
2025-04-06T20:44:49.407391,10.0.41.131,192.168.9.129,EICAR-TEST-FILE,lateral-movement,calc.exe,medium,CORP\user047,closed with escalation
2025-01-30T20:44:49.498299,10.0.134.122,192.168.174.138,Suspicious PowerShell,malware,calc.exe,low,CORP\user113,closed without escalation
2025-04-20T20:44:49.387713,10.0.212.91,192.168.75.162,Ransomware Behaviour,malware,install.ps1,medium,CORP\user022,closed without escalation
2025-03-25T20:44:49.424054,10.0.55.170,192.168.230.134,Ransomware Behaviour,persistence,setup.msi,high,CORP\user102,closed without escalation
2025-04-15T20:44:49.394891,10.0.91.248,192.168.250.152,Ransomware Behaviour,command-and-control,runme.tmp,low,CORP\user054,closed without escalation
